Taxpayer_Number,Taxpayer_Name,Taxpayer_Address,Taxpayer_City,Taxpayer_State,Taxpayer_Zip,Taxpayer_County,Location_Number,Location_Name,Location_Address,Location_City,Location_State,Location_Zip,Location_County,TABC_Permit_Number,Inside/Outside_City_Limits,Responsibility_Begin_Date,Responsibility_End_Date,Obligation_End_Date,Liquor_Receipts,Wine_Receipts,Beer_Receipts,Cover_Charge_Receipts,Total_Receipts
32056226635,"ANTONE'S NIGHTCLUB, LLC",710 COLORADO ST APT 9B,AUSTIN,TX,78701,227,1,ANTONE'S,305 E 5TH ST,AUSTIN,TX,78701,227,MB918801,Y,08/28/2015,,12/31/2017,$64106,$10723,$36644,$0,$111473
17429171006,"AFSHIN, INC.",6706 BRIDGE HILL CV,AUSTIN,TX,78746,227,1,BIGBANG,415 E 6TH ST,AUSTIN,TX,78701,227,MB410420,Y,12/14/2000,,12/31/2017,$15955,$0,$2437,$0,$18392
32048172848,SCHOOL HOUSE PUB. LLC,2207 MANOR RD,AUSTIN,TX,78722,227,1,SCHOOL HOUSE PUB,2207 MANOR RD,AUSTIN,TX,78722,227,MB834052,Y,03/08/2013,,12/31/2017,$15590,$4755,$14395,$0,$34740
12632438482,PALM DOOR LLC,401 SABINE ST STE B,AUSTIN,TX,78701,227,5,PALM DOOR,508 E 6TH ST,AUSTIN,TX,78701,227,MB711064,Y,08/01/2016,,12/31/2017,$20342,$19805,$17772,$0,$57919
17429654787,"YOUNG & CANCHOLA, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,BARFLY'S,5420B AIRPORT BLVD,AUSTIN,TX,78751,227,MB488379,Y,03/07/2001,,12/31/2017,$37039,$176,$27921,$0,$65136
17425732561,"HRA SYSTEMS, INC.",PO BOX 150788,AUSTIN,TX,78715,227,1,THE SAXON PUB,1320 S LAMAR BLVD,AUSTIN,TX,78704,227,MB216320,Y,12/01/1993,,12/31/2017,$38928,$5697,$37061,$0,$81686
12035132393,"CRO DEVELOPMENT I LICENSE, INC.",12200 N STEMMONS FWY STE 100,DALLAS,TX,75234,57,4,III FORKS #350,111 LAVACA ST,AUSTIN,TX,78701,227,MB642473,Y,10/18/2006,,12/31/2017,$39199,$90433,$3843,$0,$133475
32052425645,"LK PRESSLER, LLC",8147 LONG POINT RD,HOUSTON,TX,77055,101,1,LIBERTY KITCHEN,507 PRESSLER ST STE 700,AUSTIN,TX,78703,227,MB902848,Y,03/27/2015,,12/31/2017,$0,$0,$0,$0,$0
32042656424,"IPIC TEXAS, LLC",433 PLAZA REAL STE 335,BOCA RATON,FL,33432,0,1,IPIC THEATERS,3225 AMY DONOVAN PLZ,AUSTIN,TX,78758,227,MB786409,Y,10/03/2011,,12/31/2017,$66509,$49454,$27318,$0,$143281
18303699880,"WATERLOO ICE HOUSE BULL CREEK, LTD.",1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,WATERLOO ICE HOUSE,6203 N CAPITAL OF TEXAS HWY STE 600,AUSTIN,TX,78731,227,MB546792,Y,11/10/2003,,12/31/2017,$10964,$2991,$14229,$0,$28184
32039356566,MESA ROSA IV INC,PO BOX 170670,AUSTIN,TX,78717,246,1,MESA ROSA IV,3620 RANCH ROAD 620 S STE 350,AUSTIN,TX,78738,227,MB728106,Y,07/31/2009,,12/31/2017,$0,$0,$0,$0,$0
32039959658,"UNICO EN SABORES, INC.",PO BOX 999,HUTTO,TX,78634,246,4,MORELIA MEXICAN GRILL,18900 LIMESTONE COMMERCIAL DR STE 100,PFLUGERVILLE,TX,78660,227,MB809815,Y,06/07/2012,,12/31/2017,$37179,$422,$8981,$0,$46582
32058389241,"FE ROUND ROCK - FE, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,1,FAST EDDIE'S NEIGHBORHOOD BILLIARDS & SALOON,100 PARKER DR,AUSTIN,TX,78728,227,MB482509,Y,12/01/2015,,12/31/2017,$86168,$428,$60366,$0,$146962
32061020221,"BLIND SPOT, LLC",1600 S 5TH ST,AUSTIN,TX,78704,227,1,HERE NOR THERE,612 BRAZOS ST STE 100,AUSTIN,TX,78701,227,MB986045,Y,06/20/2017,,12/31/2017,$0,$0,$0,$0,$0
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,18,TORCHY'S TACOS,3005 S LAMAR BLVD STE D116,AUSTIN,TX,78704,227,MB911995,Y,06/24/2015,,12/31/2017,$2925,$0,$4504,$0,$7429
32044890815,PELONS/508 - AUSTIN LLC,PO BOX 6290,AUSTIN,TX,78762,227,1,PELONS/508,802 RED RIVER ST,AUSTIN,TX,78701,227,MB800842,Y,03/19/2012,,12/31/2017,$29670,$386,$6959,$3673,$40688
32061032457,SELLERS BEVERAGES LLC,1103 NUECES ST,AUSTIN,TX,78701,227,1,SELLERS UNDERGROUND,213 W 4TH ST UNIT 100,AUSTIN,TX,78701,227,MB957045,Y,09/08/2016,,12/31/2017,$25839,$351,$5012,$0,$31202
17405751177,AUSTIN COUNTRY CLUB,4408 LONG CHAMP DR,AUSTIN,TX,78746,227,2,AUSTIN COUNTRY CLUB,4408 LONG CHAMP DR,AUSTIN,TX,78746,227,MB918834,Y,08/29/2015,,12/31/2017,$48320,$39938,$12107,$0,$100365
32060740894,"OLD THOUSAND, LLC",3267 BEE CAVES RD STE 107-267,AUSTIN,TX,78746,227,1,OLD THOUSAND,1000 E 11TH ST STE 150,AUSTIN,TX,78702,227,MB963221,Y,11/03/2016,,12/31/2017,$26719,$13446,$6799,$0,$46964
32062349785,AUSTIN TAFT35 LLC,6705 W HIGHWAY 290 # 50296,AUSTIN,TX,78735,227,1,JOHNNY CARINOS,9500 S INTERSTATE 35,AUSTIN,TX,78748,227,MB984819,Y,06/08/2017,,12/31/2017,$4891,$6260,$2247,$0,$13398
17419588342,"ESTHER'S FOLLIES, INC.",525 E 6TH ST,AUSTIN,TX,78701,227,3,ESTHER'S FOLLIES/VELVEETA ROOM,525 E 6TH ST,AUSTIN,TX,78701,227,MB221294,Y,12/01/1993,,12/31/2017,$26972,$6540,$15080,$0,$48592
17519330587,"CHILI'S BEVERAGE COMPANY, INC.",6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,365,CHILI'S GRILL & BAR #1542,12713 GALLERIA CIR,BEE CAVE,TX,78738,227,MB863131,Y,02/04/2014,,12/31/2017,$13879,$4157,$13040,$0,$31076
17425277013,"THE COUNTY LINE ON THE HILL, INC.",512 E RIVERSIDE DR STE 200,AUSTIN,TX,78704,227,1,"THE COUNTY LINE ON THE HILL, INC.",6500 BEE CAVES RD,AUSTIN,TX,78746,227,MB206770,N,12/01/1993,,12/31/2017,$13075,$4836,$13634,$0,$31545
32007400669,JUVENTINO PONCE,1701 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,4,LAS CAZUELA'S MEXICAN RESTAURANT,1701 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,MB872995,Y,05/22/2014,,12/31/2017,$3251,$0,$725,$0,$3976
12626133958,"DIRTYBILL ENTERPRISE, LLC",511 RIO GRANDE ST,AUSTIN,TX,78701,227,1,DIRTY BILLS,511 RIO GRANDE ST # 100,AUSTIN,TX,78701,227,MB700559,Y,08/12/2008,,12/31/2017,$62524,$430,$24045,$0,$86999
32021479194,"SING-SINGH, LLC",1601 GUADALUPE ST,AUSTIN,TX,78701,227,1,CLAY PIT CONTEMPORARY INDIAN RESTAURANT,1601 GUADALUPE ST,AUSTIN,TX,78701,227,MB674174,Y,10/15/2007,,12/31/2017,$19292,$17966,$7650,$0,$44908
32052077552,LAS SALSAS BAR AND GRILL MEXICAN RESTAURANT LLC,12012 BARKER HILLS DR,MANOR,TX,78653,227,1,LAS SALSAS BAR AND GRILL MEXICAN RESTAURANT LLC,11007 US HIGHWAY 290 E,MANOR,TX,78653,227,MB860936,Y,01/08/2014,,12/31/2017,$953,$0,$1139,$0,$2092
32061963131,PARMER MCCALLEN LLC,PO BOX 90549,AUSTIN,TX,78709,227,1,CARINOS ITALIAN,12901 N INTERSTATE 35 STE 16,AUSTIN,TX,78753,227,MB980547,Y,05/02/2017,,12/31/2017,$4681,$3297,$2104,$0,$10082
17427160662,CURIOSITY THAT KILLED THE CAT INC.,907 S CONGRESS AVE # 7,AUSTIN,TX,78704,227,3,TACO X-PRESS,2529 S LAMAR BLVD # B,AUSTIN,TX,78704,227,MB465548,Y,01/25/2000,,12/31/2017,$3596,$395,$1264,$0,$5255
32049332334,"RRA BEVERAGE COMPANY, LLC",66 PALMER AVE STE 320,BRONXVILLE,NY,10708,0,2,HIDEAWAY KITCHEN AND BAR,4323 S INTERSTATE 35,AUSTIN,TX,78744,227,MB994614,Y,09/18/2017,,12/31/2017,$0,$0,$0,$0,$0
12057184488,"CHUY'S OPCO, INC.",1623 TOOMEY RD,AUSTIN,TX,78704,227,5,CHUY'S ON HWY 183,11680 RESEARCH BLVD,AUSTIN,TX,78759,227,MB655939,Y,02/04/2014,,12/31/2017,$145257,$2519,$20393,$0,$168169
17427050780,WLS BEVERAGE COMPANY,701 E 83RD AVE STE 17,MERRILLVILLE,IN,46410,0,39,WLS BEVERAGE CO,310 E 5TH ST,AUSTIN,TX,78701,227,MB913070,Y,07/02/2015,,12/31/2017,$129716,$47757,$23708,$0,$201181
17428977650,"THE SOUTH PARLOUR, LLC",PO BOX 17485,AUSTIN,TX,78760,227,2,CATFISH PARLOUR SOUTH,4606 BURLESON RD STE O&P,AUSTIN,TX,78744,227,MB716503,Y,03/06/2009,,12/31/2017,$2670,$312,$5320,$0,$8302
32055813086,"MNHM BEVCO, LLC",211 E 7TH ST STE 620,AUSTIN,TX,78701,227,1,HILTON GARDEN INN,11617 RESEARCH BLVD BLDG 4,AUSTIN,TX,78759,227,MB904092,Y,04/08/2015,,12/31/2017,$936,$1101,$557,$0,$2594
32041333538,"PAPALOTE, LLC",4211 S LAMAR BLVD STE A2,AUSTIN,TX,78704,227,1,PAPALOTE TACO HOUSE,2803 S LAMAR BLVD STE A,AUSTIN,TX,78704,227,MB860331,Y,12/30/2013,,12/31/2017,$259,$0,$588,$0,$847
13646342181,"STEINER STEAKHOUSE, LLC",3405 BETHLEHEM RD,LUFKIN,TX,75904,3,1,"STEINER STEAKHOUSE, LLC",5424 STEINER RANCH BLVD,AUSTIN,TX,78732,227,MB706880,N,10/29/2008,,12/31/2017,$91060,$159455,$19173,$0,$269688
32052813402,"LOS SEGUNDOS BORRACHOS, LLC",2201 N LAMAR BLVD,AUSTIN,TX,78705,227,1,TAP 24,1004 W 24TH ST,AUSTIN,TX,78705,227,MB874875,Y,06/12/2014,,12/31/2017,$6766,$118,$7064,$0,$13948
10304776353,"FUJIYAMA JAPANESE STEAKHOUSE, INCORPORATED",9822 DRIP ROCK LN,AUSTIN,TX,78730,227,1,FUJIYAMA JAPANESE STEAKHOUSE,4815 W BRAKER LN STE 580,AUSTIN,TX,78759,227,MB642118,Y,10/13/2006,,12/31/2017,$2873,$5070,$3740,$0,$11683
32052600239,"CANE ROSSO LAMAR, LLC",1733 E LEVEE ST,DALLAS,TX,75207,57,1,CANE ROSSO,4715 S LAMAR BLVD STE 103,SUNSET VALLEY,TX,78745,227,RM939415,Y,03/31/2016,,12/31/2017,$8144,$14638,$9042,$0,$31824
17110042912,"LARRAND, L.L.C.",211 W 4TH ST,AUSTIN,TX,78701,227,1,OILCAN HARRY'S,211 W 4TH ST,AUSTIN,TX,78701,227,MB641574,Y,10/10/2006,,12/31/2017,$158867,$2284,$30897,$2350,$194398
32039396398,"RED'S PORCH, LP",1604 CHATHAM AVE,AUSTIN,TX,78723,227,1,RED'S PORCH,3508 S LAMAR BLVD STE 200,AUSTIN,TX,78704,227,MB735593,Y,10/29/2009,,12/31/2017,$41089,$6625,$38710,$0,$86424
32033892418,"DC/ICON GROUP DALLAS, LLC",400 W 2ND ST,AUSTIN,TX,78701,227,2,"DC/ICON GROUP DALLAS, LLC",400 W 2ND ST UNIT A,AUSTIN,TX,78701,227,MB714432,Y,02/11/2009,,12/31/2017,$91659,$12627,$7731,$0,$112017
32048051315,"STEINER LA FUENTE'S RESTAURANT, LLC",6001 W WILLIAM CANNON DR STE 301,AUSTIN,TX,78749,227,1,HECHO EN MEXICO STEINER RANCH,4300 N QUINLAN PARK RD STE 100,AUSTIN,TX,78732,227,MB815139,N,07/30/2012,01/02/2018,12/31/2017,$0,$0,$0,$0,$0
17429170982,"CYROOS, INC.",6706 BRIDGE HILL CV,AUSTIN,TX,78746,227,1,CHEERS SHOT BAR,416 E 6TH ST,AUSTIN,TX,78701,227,MB238578,Y,07/12/1999,,12/31/2017,$55204,$0,$11497,$0,$66701
32053982214,"SPARE TIME FAMILY ENTERTAINMENT II, LLC",4003 W STAN SCHLUETER LOOP,KILLEEN,TX,76549,14,1,SPARE TIME FUN CENTER,1724 FM 685,PFLUGERVILLE,TX,78660,227,MB890302,Y,11/14/2014,,12/31/2017,$29973,$1787,$26927,$0,$58687
32052464545,"418E6 3, LLC",500 N CAPITAL OF TEXAS HWY BLDG 4-100,AUSTIN,TX,78746,227,1,THE VULCAN,418 E 6TH ST,AUSTIN,TX,78701,227,MB864907,Y,02/26/2014,,12/31/2017,$53791,$64,$10389,$0,$64244
32056236865,WAGNOR BROTHERS BREWS LLC,1301 W BEN WHITE BLVD STE G,AUSTIN,TX,78704,227,1,WAGNOR BROTHERS,15505 INTERSTATE 35 STE C,PFLUGERVILLE,TX,78660,227,MB902242,N,03/24/2015,,12/31/2017,$18317,$0,$12298,$0,$30615
32058304794,"MONSIEUR JONES, LLC",5350 BURNET RD,AUSTIN,TX,78756,227,1,BONHOMIE,5350 BURNET RD,AUSTIN,TX,78756,227,MB955125,Y,08/18/2016,,12/31/2017,$15714,$22616,$2922,$0,$41252
32052305086,"THE RULING CLASS, LLC",1717 E 38TH 1/2 ST,AUSTIN,TX,78722,227,1,THE ARISTOCRAT LOUNGE,6507 BURNET RD,AUSTIN,TX,78757,227,MB862143,Y,01/23/2014,,12/31/2017,$37990,$751,$20791,$0,$59532
32061486943,SAM'S STONELAKE LLC,16310 SAINT HELENA WAY,HOUSTON,TX,77053,79,1,SAM'S BOAT GULF COAST KITCHEN AND SPORTS BAR,3908 W BRAKER LN # C,AUSTIN,TX,78759,227,MB965554,Y,12/01/2016,,12/31/2017,$36320,$1901,$32827,$0,$71048
32033405310,"AUSTIN JAVA HOLDINGS, LLC",3799 E HIGHWAY 290,DRIPPING SPGS,TX,78620,105,4,AUSTIN JAVA PARKWAY,1206 PARKWAY,AUSTIN,TX,78703,227,MB902108,Y,03/23/2015,,12/31/2017,$0,$0,$0,$0,$0
32044381591,"3DOOST, INC.",PO BOX 684761,AUSTIN,TX,78768,227,2,LUCILLE,77 RAINEY ST,AUSTIN,TX,78701,227,MB792758,Y,12/05/2012,,12/31/2017,$132185,$5552,$40936,$0,$178673
17428012276,"L.L.C., INC.",9510 TIOGA DR STE 102,SAN ANTONIO,TX,78230,15,1,PERFECT 10 MENS CLUB,16511 BRATTON LN,AUSTIN,TX,78728,227,MB562641,N,07/12/2004,,12/31/2017,$225436,$24152,$74088,$0,$323676
32061307966,MAKE AUSTIN WEIRD AGAIN LLC,1717 E 38TH 1/2 ST,AUSTIN,TX,78722,227,1,RIO RITA LOUNGE,1203 CHICON ST,AUSTIN,TX,78702,227,MB963371,Y,11/04/2016,,12/31/2017,$16076,$517,$4595,$0,$21188
32059749252,"CANYON GRILLE AT ROUGH HOLLOW, LLC",8400 W 110TH ST STE 600,OVERLAND PARK,KS,66210,0,1,"CANYON GRILLE AT ROUGH HOLLOW, LLC",103 YACHT CLUB CV,LAKEWAY,TX,78734,227,MB948225,Y,06/20/2016,,12/31/2017,$19942,$19360,$2840,$0,$42142
12001115539,"REMINGTON LODGING & HOSPITALITY, LLC",14185 DALLAS PKWY STE 1150,DALLAS,TX,75254,57,3,AUSTIN HILTON GARDEN INN,500 N INTERSTATE 35,AUSTIN,TX,78701,227,MB773563,Y,04/26/2011,,12/31/2017,$8807,$2946,$2944,$0,$14697
32048608817,JW'S TEX MEX TAVERN L.P.,1501 E 2ND ST UNIT B,AUSTIN,TX,78702,227,1,LA MANCHA TEX MEX TAVERN,2203 HANCOCK DR,AUSTIN,TX,78756,227,MB834899,Y,03/18/2013,,12/31/2017,$56796,$2511,$9397,$0,$68704
32058457600,"LITTLE WOODROW'S HOLDINGS-LW2, LLC",3711 BRIARPARK DR STE 300,HOUSTON,TX,77042,101,2,LITTLE WOODROW'S,520 W 6TH ST,AUSTIN,TX,78701,227,MB739105,Y,08/01/2016,,12/31/2017,$44588,$1181,$66038,$0,$111807
32054092526,CONTIGO CATERING LLC,3709 PROMONTORY POINT DR STE 201,AUSTIN,TX,78744,227,2,CONTIGO CATERING,3709 PROMONTORY POINT DR STE B201,AUSTIN,TX,78744,227,MB984563,Y,06/06/2017,,12/31/2017,$6153,$4163,$1583,$0,$11899
14811743054,TRAVIS BEVERAGE CORPORATION,930 S KIMBALL AVE STE 100,SOUTHLAKE,TX,76092,220,1,SULLIVAN'S STEAKHOUSE/SULLY'S SIDE BAR,300 COLORADO ST STE 200,AUSTIN,TX,78701,227,MB263938,Y,04/10/1996,,12/31/2017,$59833,$61117,$7887,$0,$128837
12604285606,"OLIVER'S FINE FOODS, INC.",2751 E BROAD ST STE 109,MANSFIELD,TX,76063,220,3,THE GRILLE AT HIGHLAND LAKES,20552 HIGHLAND LAKE DR,LAGO VISTA,TX,78645,227,MB992852,Y,08/31/2017,,12/31/2017,$9678,$6366,$5662,$0,$21706
32062455608,RED'S PORCH AT THE QUARRY L.P.,4200B W BRAKER LN,AUSTIN,TX,78759,227,1,RED'S PORCH AT THE QUARRY,4200B W BRAKER LN,AUSTIN,TX,78759,227,MB986876,Y,06/29/2017,,12/31/2017,$24790,$6969,$26680,$0,$58439
14708940607,"AIR & OPPORTUNITY, INC.",5300 MARSH CREEK DR,AUSTIN,TX,78759,227,1,MUGSHOTS,407 E 7TH ST,AUSTIN,TX,78701,227,MB527255,Y,12/06/2002,,12/31/2017,$13021,$125,$9600,$0,$22746
32048554003,SIXTH STREET INC,6706 BRIDGE HILL CV ATTN: AFSHIN,AUSTIN,TX,78746,227,2,MAJESTIC,419 E 6TH ST STE B,AUSTIN,TX,78701,227,MB841126,Y,05/21/2013,,12/31/2017,$0,$0,$0,$0,$0
12057184488,"CHUY'S OPCO, INC.",1623 TOOMEY RD,AUSTIN,TX,78704,227,2,CHUY'S N LAMAR,10520 N LAMAR BLVD,AUSTIN,TX,78753,227,MB655930,Y,02/04/2014,,12/31/2017,$78668,$1192,$11018,$0,$90878
32034713928,"SIDELINE VENTURES, LLC",1516 RANCH ROAD 620 S STE F200,LAKEWAY,TX,78734,227,4,MCARTHUR'S,1516 RANCH ROAD 620 S STE F200,LAKEWAY,TX,78734,227,MB991119,Y,08/11/2017,,12/31/2017,$27974,$10100,$20934,$0,$59008
17425949496,SC BEVERAGE COMPANY,4001 MAPLE AVE STE 500 ATTN: W YEUNG,DALLAS,TX,75219,57,21,BARTON CREEK COUNTRY CLUB,8212 BARTON CLUB DR,AUSTIN,TX,78735,227,MB859419,N,12/13/2013,,12/31/2017,$67016,$67471,$23567,$37919,$195973
15823417728,"CAPITAL GRILLE HOLDINGS, INC.",PO BOX 695011,ORLANDO,FL,32869,0,5,THE CAPITAL GRILLE,117 W 4TH ST,AUSTIN,TX,78701,227,MB934301,Y,02/08/2016,,12/31/2017,$44753,$116839,$5658,$0,$167250
32054237733,"ATX DRINKS, LLC",1307 CRESTWOOD RD,AUSTIN,TX,78722,227,1,DRINKS,2001 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,MB882928,Y,09/02/2014,,12/31/2017,$28920,$887,$15079,$0,$44886
32044951864,PECHE FOOD LLC,208 W 4TH ST,AUSTIN,TX,78701,227,1,PECHE,208 W 4TH ST,AUSTIN,TX,78701,227,MB817489,Y,08/21/2012,,12/31/2017,$104375,$14030,$354,$0,$118759
32010520990,FATIMA ROBLES,4327 S 1ST ST STE 102,AUSTIN,TX,78745,227,1,CASA MARIA MEXICAN RESTAURANT,4327 S 1ST ST STE 102,AUSTIN,TX,78745,227,MB518102,Y,06/28/2002,,12/31/2017,$4160,$0,$839,$0,$4999
32055943255,"EXTRA POSITIVE LAND, LLC",5405 RUSK CT,AUSTIN,TX,78723,227,1,FULL CIRCLE BAR,1810 E 12TH ST,AUSTIN,TX,78702,227,MB905042,Y,04/17/2015,,12/31/2017,$13333,$748,$15246,$0,$29327
14121722285,"600 E. 3RD, LTD.",PO BOX 684588,AUSTIN,TX,78768,227,1,MOONSHINE PATIO BAR & GRILL,303 RED RIVER ST,AUSTIN,TX,78701,227,MB609707,Y,09/29/2005,,12/31/2017,$118507,$56416,$28861,$0,$203784
17519330587,"CHILI'S BEVERAGE COMPANY, INC.",6820 LYNDON B JOHNSON FWY,DALLAS,TX,75240,57,172,CHILI'S GRILL & BAR,12901 N INTERSTATE 35,AUSTIN,TX,78753,227,MB543115,Y,09/02/2003,,12/31/2017,$18732,$751,$9281,$0,$28764
12025775573,"KEY BAR, LTD.",1106 W 38TH ST STE 200,AUSTIN,TX,78705,227,1,KEY BAR,617 W 6TH ST,AUSTIN,TX,78701,227,MB632116,Y,06/28/2006,,12/31/2017,$33630,$1476,$19634,$0,$54740
12031856706,JKP INVESTMENT CORP.,11536 HARRY HINES BLVD STE 215,DALLAS,TX,75229,57,2,CHOSUN GALBI,713 E HUNTLAND DR,AUSTIN,TX,78752,227,MB794778,Y,12/31/2011,,12/31/2017,$5112,$0,$5652,$0,$10764
32042151723,"TRB BEVERAGE, LLC",5211 BONITA AVE,DALLAS,TX,75206,57,7,"TRB BEVERAGE, LLC",7211 BURNET RD,AUSTIN,TX,78757,227,MB887885,Y,10/22/2014,,12/31/2017,$0,$0,$0,$0,$0
32060955450,"CITIZEN EATERY, LLC",1203 ARDEN DR,AUSTIN,TX,78745,227,1,CITIZEN EATERY,5011 BURNET RD STE 150,AUSTIN,TX,78756,227,MB962391,Y,10/26/2016,,12/31/2017,$2882,$2044,$1117,$0,$6043
12013777607,"TP TEXAS BEVERAGES, LLC",PO BOX 57565,OKLAHOMA CITY,OK,73157,0,1,TWIN PEAKS RESTAURANT,701 E STASSNEY LN STE D,AUSTIN,TX,78745,227,MB686248,Y,03/07/2008,,12/31/2017,$52059,$230,$112218,$0,$164507
32053225960,EBERLY OPERATING COMPANY LLC,4713 E CESAR CHAVEZ ST,AUSTIN,TX,78702,227,1,EBERLY,613 S LAMAR BLVD,AUSTIN,TX,78704,227,MB944239,Y,05/16/2016,,12/31/2017,$120744,$135252,$12453,$0,$268449
32017739783,"CASTRO HOMES & PROPERTIES FP, INC.",900 RANCH ROAD 620 S STE C104,LAKEWAY,TX,78734,227,1,CAFE CASTRONOVA,900 RANCH ROAD 620 S STE C104,LAKEWAY,TX,78734,227,MB650789,Y,02/06/2007,,12/31/2017,$30185,$1363,$12298,$0,$43846
32033248629,"SUCCESS FOODS MANAGEMENT GROUP, LLC",4501 SPRINGDALE RD ATTN: DANNY RUSSO,AUSTIN,TX,78723,227,6,TORCHY'S TACO'S,2801 GUADALUPE ST STE 5B,AUSTIN,TX,78705,227,MB903822,Y,04/06/2015,,12/31/2017,$9744,$288,$4793,$0,$14825
32053692037,"9201 VENTURES, LLC",9201 HIGHWAY 290 W STE 3,AUSTIN,TX,78736,227,1,THE RUSTY MULE,9201 HIGHWAY 290 W STE 3,AUSTIN,TX,78736,227,MB897769,N,02/09/2015,,12/31/2017,$4315,$17,$1362,$0,$5694
32042554850,"PAPI TINO'S, LLC",1306 E 6TH ST,AUSTIN,TX,78702,227,1,LICHA'S CANTINA,1306 E 6TH ST,AUSTIN,TX,78702,227,MB760573,Y,10/27/2010,,12/31/2017,$61690,$3772,$7830,$0,$73292
17521332019,"OLIVE GARDEN OF TEXAS, LLC",PO BOX 695011,ORLANDO,FL,32869,0,7,OLIVE GARDEN OF TEXAS #1046,3940 S LAMAR BLVD,AUSTIN,TX,78704,227,MB189043,Y,12/01/1993,,12/31/2017,$12225,$19368,$5372,$0,$36965
10305789272,"BIG AMP- CHUGGIN MONKEY, LLC",219 E 6TH ST,AUSTIN,TX,78701,227,1,CHUGGIN MONKEY,219 E 6TH ST,AUSTIN,TX,78701,227,MB654779,Y,03/20/2007,,12/31/2017,$28915,$78,$13305,$0,$42298
32042291453,"BGDG ENTERPRISES, LLC",3409 CLARKSBURG DR,AUSTIN,TX,78745,227,2,BARLEY SWINE,6555 BURNET RD STE 400,AUSTIN,TX,78757,227,MB924682,Y,10/23/2015,,12/31/2017,$23699,$39513,$6385,$0,$69597
32033892418,"DC/ICON GROUP DALLAS, LLC",400 W 2ND ST,AUSTIN,TX,78701,227,3,"DC/ICON GROUP DALLAS, LLC",400 W 2ND ST UNIT B,AUSTIN,TX,78701,227,MB714431,Y,02/11/2009,,12/31/2017,$21210,$3816,$1905,$0,$26931
17427715044,STUBB'S AUSTIN RESTAURANT COMPANY LC,801 RED RIVER ST # 809,AUSTIN,TX,78701,227,1,STUBB'S BAR-B-Q,801 RED RIVER ST,AUSTIN,TX,78701,227,MB435699,Y,05/01/2012,,12/31/2017,$40552,$10647,$63133,$0,$114332
32053645399,MACIAS TAQUERIA INC.,6903 AIRPORT BLVD,AUSTIN,TX,78752,227,1,LOS JALISCIENCES #3,6903 AIRPORT BLVD,AUSTIN,TX,78752,227,MB615074,Y,07/01/2014,,12/31/2017,$1818,$0,$3881,$0,$5699
32062953438,"COTTAGE & CO, LLC",3109 FORT WORTH TRL,AUSTIN,TX,78748,227,1,LITTLE BARREL AND BROWN,1716 S CONGRESS AVE,AUSTIN,TX,78704,227,MB986011,Y,06/20/2017,,12/31/2017,$10986,$6500,$2821,$0,$20307
32042377724,"WORKHORSE BAR, LP",7008 RYAN DR,AUSTIN,TX,78757,227,1,WORKHORSE BAR,100 E NORTH LOOP BLVD STE B,AUSTIN,TX,78751,227,MB782711,Y,08/17/2011,,12/31/2017,$31322,$664,$43019,$0,$75005
32052285627,RA SUSHI AUSTIN CORP.,21500 BISCAYNE BLVD STE 900,AVENTURA,FL,33180,0,1,RA SUSHI,117 W 4TH ST STE 300,AUSTIN,TX,78701,227,MB919068,Y,09/01/2015,,12/31/2017,$23950,$11658,$12693,$0,$48301
32053046184,80TH GROUP LLC,PO BOX 190328,DALLAS,TX,75219,57,1,CONCRETE COWBOY AUSTIN,719 W 6TH ST,AUSTIN,TX,78701,227,MB873915,Y,06/02/2014,,12/31/2017,$99259,$8269,$13940,$0,$121468
17430004329,"GARCIA FAMILY ENTERPRISES, INC.",11500 MANCHACA RD,AUSTIN,TX,78748,227,1,CASA GARCIA #2,1000 S LAMAR BLVD,AUSTIN,TX,78704,227,MB500944,Y,09/19/2001,12/01/2017,12/31/2017,$0,$0,$0,$0,$0
32051830654,"BLU TEQUILA, LLC",4211 S LAMAR BLVD STE A2,AUSTIN,TX,78704,227,1,AZUL TEQUILA,3815 DRY CREEK DR,AUSTIN,TX,78731,227,MB862957,Y,02/03/2014,,12/31/2017,$20775,$1538,$2542,$0,$24855
17422850168,"ROARK & HARDEE, L.P.",509 E BEN WHITE BLVD,AUSTIN,TX,78704,227,1,WAREHOUSE BILLIARD BAR,509 E BEN WHITE BLVD,AUSTIN,TX,78704,227,MB160996,Y,12/01/1993,,12/31/2017,$64243,$1037,$70237,$0,$135517
32055355815,SOUTH FIRST PIZZERIA GROUP LLC,4801 ALTA LOMA DR,AUSTIN,TX,78749,227,1,TOSS PIZZERIA & PUB,2901 S 1ST ST,AUSTIN,TX,78704,227,MB926112,Y,11/05/2015,,12/31/2017,$13913,$5403,$18819,$0,$38135
